iata_code,latitude,longitude
CEU,34.67,-82.88
CEV,39.69687,-85.13492
CEW,30.7788,-86.5219
CEY,36.66458,-88.37278
CEZ,37.32,-108.6
CFB,-22.9217,-42.0743
CFC,-26.79121,-50.94141
CFD,30.67,-96.37
CFE,45.786661,3.169169
CFF,-12.78,15.72
CFG,22.15,-80.414167
CFK,36.21266,1.33178
CFN,55.04413,-8.34128
CFR,49.173333,-0.45
CFS,-30.320556,153.116389
CFU,39.60194,19.91167
CFV,37.03,-95.62
CGA,55.47861,-133.14778
CGB,-15.65293,-56.11672
CGD,28.9189,111.64
CGE,38.55,-76.03
CGF,41.565125,-81.486356
CGH,-23.62754,-46.65597
CGI,37.225317,-89.570753
CGJ,-12.5728,27.8939
CGK,-6.12557,106.6559
CGN,50.87894,7.12292
CGO,34.51967,113.84089
CGP,22.249611,91.813286
CGQ,43.99621,125.68536
CGR,-20.46867,-54.6725
CGS,38.97998,-76.92313
CGX,41.85864,-87.60783
CGY,8.61166,124.45553
CGZ,32.88,-111.8
CHA,35.035278,-85.203808
CHB,35.42722,74.08556
CHC,-43.489358,172.532225
CHG,41.6,120.4
CHH,-6.201806,-77.856064
CHJ,-20.2,32.63
CHK,35.03,-97.97
CHL,44.5,-114.2
CHN,36.7166,127.499119
CHO,38.138639,-78.452861
CHP,65.47,-144.6
CHQ,35.531747,24.149678
CHS,32.89851,-80.04037
CHU,61.57912,-159.22562
CHV,41.73,-7.467
CHX,9.458636,-82.516806
CHY,-6.71119,156.3957
CIA,41.79936,12.59494
CIC,39.8,-121.9
CID,41.88445,-91.71073
CIF,42.23333,118.90944
CIG,40.49497,-107.52201
CIH,36.18,113.1
CII,37.8164,27.8872
CIJ,-11.040436,-68.782972
CIK,66.65,-143.8
CIL,64.9,-163.7
CIM,6.483,-74.03
CIN,42.05,-94.78
CIP,-13.55,32.6
CIQ,14.8,-89.55
CIU,46.25221,-84.47009
CIV,55.23201,-132.32105
CIW,12.699,-61.3424
CIX,-6.78633,-79.82786
CIY,36.9959,14.6092
CIZ,-4.083,-63.13
CJA,-7.133,-78.5
CJB,11.03003,77.04338
CJC,-22.498175,-68.903575
CJF,-22.96661,118.81413
CJH,51.6275,-124.14413
CJJ,36.7166,127.49912
CJL,35.88167,71.79806
CJM,10.7112,99.361706
CJN,-7.7201,108.4887
CJS,31.63599,-106.42902
CJT,16.1767,-92.0506
CJU,33.51131,126.49303
CKA,36.73816,-98.12624
CKB,39.296639,-80.228083
CKC,49.40617,32.0042
CKD,61.86616,-158.13227
CKE,39.00333,-122.79717
CKG,29.71922,106.64168
CKH,70.63,147.9
CKI,-11.16346,132.4831
CKM,34.2,-90.57
CKN,47.85,-96.62
CKR,48.59866,-122.99912
CKS,-6.11781,-50.00347
CKT,36.501178,61.064903
CKU,60.54,-145.7
CKV,36.62,-87.42
CKW,-22.35412,119.65034
CKX,64.08,-141.9
CKY,9.576889,-13.611961
CLA,23.4372,91.1897
CLC,29.57458,-95.09989
CLD,33.12809,-117.28115
CLE,41.411689,-81.849794
CLH,-31.83,149.7
CLI,44.61359,-88.73121
CLJ,46.785167,23.686167
CLK,35.54,-98.93
CLL,30.588583,-96.363833
CLM,48.120194,-123.499694
CLN,-7.32044,-47.45867
CLO,3.543222,-76.381583
CLP,58.83659,-158.52881
CLQ,19.27701,-103.5774
CLT,35.214,-80.943139
CLU,39.261919,-85.896344
CLV,-17.72,-48.6
CLW,27.97587,-82.75812
CLX,-25.33,-57.67
CLY,42.530753,8.793189
CLZ,8.924656,-67.417094
CMA,-28.03,145.622222
CMB,7.180756,79.884117
CMC,-2.9,-40.83
CMD,-34.623889,148.028056
CME,18.65336,-91.80099
CMH,39.99795,-82.88352
CMI,40.03925,-88.278056
CML,-19.92,138.1
CMM,17.5,-90.17
CMN,33.36747,-7.58997
CMQ,-22.773056,147.620556
CMR,48.109853,7.359011
CMU,-6.02429,144.97099
CMV,-36.79109,175.50835
CMW,21.42043,-77.84743
CMX,47.168417,-88.489061
CMY,43.9583,-90.73791
CNA,31.01932,-110.23647
CNB,-30.983333,148.375556
CND,44.36222,28.48833
CNE,38.43046,-105.10946
CNF,-19.63375,-43.968856
CNI,39.26721,122.66682
CNJ,-20.668611,140.504444
CNK,39.55,-97.65
CNL,57.50333,10.22707
CNM,32.337472,-104.263278
CNO,34.02,-117.7
CNP,70.74311,-22.65038
CNQ,-27.445503,-58.761864
CNS,-16.885833,145.755278
CNT,-27.22,-61.22
CNU,37.68,-95.45
CNV,-15.63,-38.87
CNW,31.55,-97.17
CNX,18.76667,98.96667
CNY,38.77,-109.8
CNZ,-13.68,19.88
COC,-31.29694,-57.99663
COD,44.51995,-109.02431
COF,28.23809,-80.6079
COG,5.1,-76.62
COI,28.34167,-80.68505
COJ,-31.3325,149.267222
COK,10.15556,76.39139
COM,31.83,-99.43
CON,43.2,-71.53
COO,6.357228,2.384353
COP,42.72,-74.93
COQ,48.1357,114.646
COR,-31.32362,-64.20795
COS,38.805805,-104.700778
COT,28.45833,-99.22028
COU,38.818094,-92.219631
COX,24.15745,-77.58356
COY,-21.79415,117.7593
CPA,4.383,-7.7
CPC,-40.07528,-71.13722
CPD,-29.04,134.720833
CPE,19.81679,-90.50031
CPF,-7.19484,111.54817
CPG,-40.77742,-62.97947
CPH,55.617917,12.655972
CPL,3.7,-75.75
CPO,-27.29689,-70.41404
CPQ,-22.8592,-47.1082
CPR,42.90802,-106.46392
CPS,38.57061,-90.15622
CPT,-33.964806,18.601667
CPU,-1.8,-44.87
CPV,-7.269917,-35.896364
CPX,18.31178,-65.30315
CQA,-13.57,-52.27
CQD,32.3,50.84
CQF,50.96064,1.95574
CQM,38.85856,-3.97602
CQS,-10.87,-61.95
CRA,44.318139,23.888611
CRB,-29.52,148.6
CRC,4.76086,-75.95561
CRD,-45.78535,-67.46551
CRE,33.7,-78.97
CRF,4.937,15.894
CRG,30.33,-81.5
CRI,22.74563,-74.18072
CRJ,-31.9,132.3
CRK,15.18599,120.56032
CRL,50.4592,4.45382
CRM,12.502417,124.635778
CRO,36.1,-119.6
CRP,27.770361,-97.501222
CRQ,-17.652283,-39.253069
CRR,-29.87,-61.83
CRS,32.1,-96.47
CRT,33.13,-91.97
CRV,38.997225,17.080169
CRW,38.373147,-81.593189
CRZ,39.0833,63.6133
CSF,49.253547,2.519139
CSG,32.51625,-84.93882
CSH,65.03117,35.72273
CSI,-28.882778,153.066944
CSJ,32.51625,-84.93882
CSK,12.39064,-16.74342
CSM,35.34033,-99.19897
CSN,39.2,-119.7
CSO,51.85606,11.41947
CSQ,41.07,-94.37
CSW,-13.11104,-60.52621
CSX,28.18916,113.21963
CSY,56.090269,47.34725
CSZ,-37.44962,-61.8886
CTA,37.46678,15.0664
CTB,48.608353,-112.376144
CTC,-28.59321,-65.75092
CTF,14.69461,-91.88149
CTG,10.442381,-75.512961
CTH,39.97,-75.82
CTI,-15.17,19.17
CTK,43.3,-96.58
CTL,-26.413334,146.2625
CTM,18.50467,-88.32685
CTN,-15.4447,145.18401
CTO,40.91945,-72.79494
CTP,-1.25,-46.02
CTS,42.7752,141.69228
CTT,43.252506,5.785189
CTU,30.57853,103.94709
CTX,42.59486,-76.21562
CTY,29.65,-83.12
CTZ,35,-78.33
CUB,33.95,-81.12
CUC,7.92757,-72.51155
CUD,-26.8,153.2
CUE,-2.889467,-78.984397
CUF,44.54702,7.62322
CUG,-33.3,148.7
CUH,35.98,-96.77
CUK,17.77,-88
CUL,24.76455,-107.47472
CUM,10.45033,-64.13047
CUN,21.03653,-86.87708
CUP,10.66001,-63.26168
CUQ,-13.78,143.1
CUR,12.18885,-68.9598
CUS,31.80809,-107.66167
CUT,-38.9397,-69.2646
CUU,28.70288,-105.96457
CUV,8.767,-72.55
CUX,27.72,-97.51
CUY,-27.45,117.9
CUZ,-13.53572,-71.93878
CVC,-33.709722,136.504722
CVF,45.397,6.634
CVG,39.048836,-84.667822
CVH,-37.8514,-71.0092
CVI,-46.37219,-67.58549
CVJ,18.83476,-99.2613
CVM,23.70334,-98.95649
CVN,34.42646,-103.07828
CVQ,-24.880556,113.672222
CVS,34.392,-103.32071
CVT,52.369722,-1.479722
CWA,44.77,-89.67
CWB,-25.528475,-49.175775
CWC,48.259322,25.980831
CWF,30.21,-93.15
CWI,41.83,-90.35
CWJ,23.2761,99.3733
CWL,51.39667,-3.34333
CWS,48.49009,-122.83168
CWT,-33.844722,148.648889
CWW,-35.994722,146.356667
CWX,32.25,-109.9
CXF,67.27,-150.2
CXH,49.29034,-123.11511
CXJ,-29.1971,-51.1875
CXL,32.669502,-115.51333
CXO,30.351833,-95.414467
CXP,-7.64278,109.03139
CXR,11.99806,109.21944
CXT,-20.043056,146.273056
CYA,18.27076,-73.78843
CYB,19.6872,-79.87996
CYD,17.10492,-89.10099
CYF,60.2,-164.2
CYG,-36.182778,147.887778
CYM,57.51,-134.9
CYO,21.61645,-81.54599
CYP,12.072706,124.545092
CYR,-34.45717,-57.76877
CYS,41.15554,-104.8133
CYU,10.85,121
CYW,20.546,-100.887
CZA,20.64129,-88.44622
CZE,11.414867,-69.681656
CZH,18.38174,-88.41179
CZJ,9.44648,-78.58289
CZK,45.66651,-121.88869
CZL,36.27603,6.62039
CZM,20.51643,-86.93207
CZN,62.08,-142.1
CZS,-7.59991,-72.76949
CZU,9.33284,-75.28499
CZX,31.9197,119.779
DAA,38.72,-77.18
DAB,29.179917,-81.058056
DAC,23.843333,90.397781
DAD,16.04392,108.19937
DAG,34.85,-116.8
DAL,32.84707,-96.85195
DAM,33.41064,36.51427
DAN,36.572861,-79.336111
DAO,-8.43001,147.84559
DAR,-6.87632,39.20179
DAS,66.70279,-119.71536
DAT,40.0603,113.482
DAU,-9.08676,143.20799
DAV,8.391003,-82.434992
DAX,31.13217,107.43007
DAY,39.902375,-84.219375
DBC,45.50587,123.01958
DBK,8.2549,79.75482
DBN,32.56406,-82.98653
DBO,-32.216667,148.574722
DBQ,42.402,-90.709472
DBT,11.97,38
DBU,7.8616,80.62849
DBV,42.561353,18.268244
DBY,-27.155278,151.267222
DCA,38.852083,-77.037722
DCF,15.33841,-61.39186
DCG,25.24246,55.33182
DCI,39.354222,8.972481
DCM,43.555,2.291
DCN,-17.57939,123.82527
DCT,22.1818,-75.7295
DCY,29.31613,100.04828
DDC,37.763447,-99.965606
DDG,40.0247,124.286
DDU,26.7408,67.6666
DEA,29.961,70.4859
DEB,47.48892,21.61533
DEC,39.834564,-88.865689
DEE,43.96119,145.68455
DEF,32.43528,48.39699
DEH,43.32,-91.83
DEL,28.5665,77.10309
DEN,39.861656,-104.673178
DEP,27.9855,94.2228
DET,42.409195,-83.009861
DEX,-4.85614,139.48105
DEZ,35.28537,40.17596
DFI,41.28,-84.37
DFW,32.896828,-97.037997
DGA,16.98251,-88.23099
DGB,58.11843,-152.55426
DGE,-32.5625,149.611111
DGF,50.16275,-120.13992
DGK,-22.13407,35.4437
DGL,31.33,-109.5
DGM,7.10869,79.86934
DGN,38.33231,-77.0395
DGO,24.12404,-104.53152
DGP,55.94189,26.66451
DGR,-35.93,173.9
DGT,9.333714,123.300472
DGU,12.46105,-3.48794
DGW,42.75,-105.4
DHB,48.62022,-123.00353
DHF,24.24845,54.54849
DHI,28.7533,80.5819
DHN,31.321339,-85.449628
DHR,52.923353,4.780625
DHT,36.02226,-102.5477
DIB,27.48333,95.01667
DIE,-12.3494,49.29175
DIG,27.79,99.68
DIK,46.8,-102.8
DIL,-8.54655,125.52472
DIM,6.65,-4.7
DIN,21.3977,103.00541
DIO,65.75005,-168.94981
DIP,12.05,1.783
DIQ,-20.1807,-44.8709
DIR,9.6247,41.8542
DIS,-4.20822,12.66183
DIU,20.7131,70.9211
DIV,5.79304,-5.35446
DIW,5.99083,80.7333
DIY,37.8939,40.20102
DJA,9.69171,1.63894
DJB,-1.638017,103.644378
DJE,33.87334,10.77553
DJG,24.292767,9.452444
DJH,24.989,55.02379
DJJ,-2.57695,140.51637
DJM,-2.53333,14.76667
DJN,64.03,-145.7
DJO,6.792808,-6.473189
DKI,-17.93913,146.14151
DKK,42.48,-79.33
DKR,14.739708,-17.490225
DKS,73.52,80.37
DLA,4.006081,9.719481
DLC,38.965667,121.5386
DLE,47.039014,5.42725
DLF,29.359486,-100.777975
DLG,59.04148,-158.51183
DLH,46.84188,-92.1938
DLI,11.75255,108.36807
DLL,34.42,-79.37
DLM,36.713056,28.7925
DLN,45.22,-112.6
DLS,45.6,-121.2
DLU,25.6494,100.319
DLY,-18.7694,169.00101
DLZ,43.60886,104.3672
DMA,32.166467,-110.883144
DMD,-17.94015,138.82024
DME,55.408786,37.906314
DMK,13.91,100.6
DMM,26.47116,49.79789
DMN,32.262306,-107.72064
DMO,38.83,-93.42
DMT,-14.42,-56.45
DNA,26.35,127.76667
DND,56.4525,-3.02583
DNE,33.08,-96.739
DNH,40.1611,94.8092
DNK,48.357222,35.100556
DNL,33.47,-82.04
DNM,-25.88937,113.57554
DNN,34.72,-84.87
DNO,-11.5954,-46.8467
DNP,28.1111,82.2942
DNQ,-35.55828,144.94791
DNS,41.98638,-95.38055
DNZ,37.78557,29.7013
DOA,-14.37,49.52
DOB,-5.77222,134.21201
DOC,57.88,-4.083
DOD,-6.16939,35.74933
DOG,19.15387,30.43009
DOH,25.26112,51.56506
DOK,48.07361,37.73972
DOL,49.363,0.16
DOM,15.54703,-61.3
DON,17.63,-89.67
DOP,28.98532,82.81893
DOR,14.03,-0.03333
DOU,-22.2,-54.87
DOV,39.12518,-75.47121
DOY,37.50874,118.78727
DPA,41.9,-88.25
DPL,8.601261,123.334481
DPO,-41.169722,146.430278
DPS,-8.75,115.16667
DPT,69.39258,139.90196
DQA,46.75012,125.13793
DQM,19.4973,57.63861
DRA,40.97,-117.7
DRB,-17.36983,123.66282
DRC,-17.97,20.78
DRG,66.06876,-162.76709
DRH,-3.25,138.567
DRJ,5.483,-54.05
DRK,8.71892,-83.63921
DRN,-28.5,148.3
DRO,37.15139,-107.75423
DRS,51.13277,13.76716
DRT,29.37,-100.9
DRU,46.62159,-113.20244
DRV,5.15692,73.13016
DRW,-12.414722,130.876667
DSA,53.48181,-1.00542
DSC,5.44812,10.06396
DSI,30.4002,-86.47134
DSM,41.533972,-93.663083
DSN,39.49387,109.86174
DSO,39.74583,127.47389
DSV,43.05,-76.15
DSX,20.70466,116.72759
DTA,39.38,-112.5
DTB,2.25899,98.99351
DTD,0.8103,114.5302
DTE,14.13,123
DTH,36.46339,-116.88002
DTI,-18.2333,-43.6511
DTL,46.83,-95.88
DTM,51.51831,7.61224
DTN,32.54,-93.75
DTR,48.49983,-122.81378
DTU,48.44401,126.12322
DTW,42.212444,-83.353389
DUA,44.63,-91.97
DUB,53.42133,-6.27008
DUC,34.47,-97.97
DUD,-45.928055,170.198333
DUF,36.25734,-75.78761
DUG,31.47,-109.6
DUJ,41.17812,-78.89864
DUM,1.609194,101.433558
DUQ,48.78,-123.7
DUR,-29.61667,31.11667
DUS,51.28066,6.76715
DUT,53.900139,-166.5435
DVL,48.12,-98.9
DVN,41.53,-90.68
DVO,7.125522,125.645778
DVT,33.68809,-112.08293
DWA,-13,34.13
DWB,-16.1,45.37
DWC,24.8978,55.15905
DWH,30.06,-95.55
DWN,35.44806,-97.53276
DWS,28.53,-81.35
DXB,25.252778,55.364444
DXE,32.44014,-90.10439
DXR,41.38,-73.45
DYA,-22.6222,148.364
DYG,29.1028,110.443
DYL,40.32,-75.13
DYR,64.73495,177.74148
DYS,32.420756,-99.8546
DYU,38.54333,68.825
DYW,-16.27,133.4
DZA,-12.80472,45.28111
DZO,-33.358867,-56.499172
EAA,64.77,-141.2
EAE,-17.08911,168.34188
EAN,42.05445,-104.93834
EAR,40.73,-99.02
EAS,43.356519,-1.790611
EAT,47.4,-120.2
EAU,44.865806,-91.484256
EBB,0.042386,32.443503
EBD,13.153219,30.232675
EBG,7.59658,-74.8108
EBJ,55.525942,8.553403
EBL,36.23,43.97
EBM,31.704281,9.254619
EBO,4.667,168.7
EBS,42.47,-93.8
EBU,45.54055,4.29639
EBW,2.876,11.185
ECH,-36.157222,144.761944
ECI,11.42922,-86.02587
ECN,35.15655,33.49804
ECP,30.3578,-85.79892
EDA,55.95,-133.7
EDF,61.250986,-149.806503
EDI,55.95,-3.3725
EDL,0.40446,35.23893
EDM,46.701944,-1.378625
EDO,39.5546,27.0138
EDQ,14.13,-88.42
EDW,34.91634,-117.89188
EED,34.85,-114.6
EEK,60.22,-162
EEN,42.898397,-72.270781
EFD,29.6,-95.15
EFK,44.88,-72.23
EFL,38.12007,20.50048
EGC,44.825279,0.518611
EGE,39.64249,-106.9181
EGI,30.6492,-86.52544
EGM,-8.567,157.9
EGN,13.48333,22.46667
EGO,50.643764,36.590125
EGS,65.28333,-14.4
EGV,45.93,-89.27
EGX,58.22,-157.4
EHL,-41.943189,-71.532289
EHT,41.75102,-72.62426
EIB,50.99177,10.48077
EIE,58.46522,92.11508
EIH,-18.5,144.1
EIK,46.6835,38.2145
EIL,64.665667,-147.1015
EIN,51.450139,5.374528
EIS,18.44483,-64.54298
EJA,7.024331,-73.8068
EJH,26.198553,36.476381
EJN,42.01488,101.00195
EJT,6.0404,171.98429
EKA,40.80354,-124.11427
EKB,51.58,75.22
EKI,41.72005,-85.99972
EKO,40.824917,-115.791694
EKS,49.18,142.1
EKT,59.35021,16.70836
EKX,37.7,-85.87
ELB,9.05,-73.97
ELD,33.220972,-92.813278
ELE,8.10698,-77.72421
ELF,13.614892,25.32465
ELG,30.571294,2.859586
ELH,25.47551,-76.68161
ELI,64.62,-162.3
ELL,-23.72639,27.68833
ELM,42.1598,-76.89107
ELN,47.03374,-120.53146
ELO,-26.4,-54.63
ELP,31.80725,-106.377583
ELQ,26.30282,43.77391
ELS,-33.035569,27.825939
ELU,33.51263,6.78251
ELV,58.18,-136.3
ELX,8.83266,-64.21062
ELY,39.3,-114.9
EMA,52.83111,-1.32806
EMD,-23.5675,148.179167
EME,53.39126,7.22746
EMK,62.77,-164.5
EML,47.09221,8.3012
EMN,16.622,-7.31657
EMP,38.33,-96.18
EMT,34.1,-118
ENA,60.573111,-151.245
ENC,48.692069,6.230458
END,36.339167,-97.9165
ENE,-8.833,121.7
ENF,68.36259,23.42432
ENH,30.3203,109.485
ENI,11.202,119.417
ENK,54.398889,-7.651667
ENL,38.52,-89.08
ENN,64.55,-149.1
ENQ,14.38237,-87.62116
ENS,52.27,6.874167
ENU,6.474272,7.561961
ENV,40.73,-114
ENW,42.595708,-87.927803
ENY,36.63785,109.55223
EOH,6.21996,-75.59052
EOK,40.47,-91.43
EOZ,7.05944,-69.49566
EPH,47.3,-119.5
EPL,48.325,6.067
EPR,-33.684444,121.822778
EPS,19.32123,-69.49661
EQS,-42.90795,-71.13947
ERA,10.62,47.4
ERC,39.710203,39.527003
ERE,-6.60706,143.90124
ERF,50.97981,10.95811
ERG,61.27448,108.02487
ERH,31.94655,-4.39912
ERI,42.082022,-80.176217
ERL,43.4233,112.091
ERM,-27.66217,-52.27411
ERQ,-20.97621,141.00652
ERS,-22.612239,17.080442
ERV,29.98,-99.08
ERZ,39.956501,41.170166
ESA,-9.87737,150.95592
ESB,40.12808,32.99508
ESC,45.71936,-87.09575
ESD,48.70816,-122.91074
ESE,31.79399,-116.60176
ESF,31.394903,-92.295772
ESG,-22.04499,-60.62169
ESH,50.83556,-0.29722
ESK,39.78414,30.58211
ESL,46.373933,44.330872
ESM,0.97428,-79.62687
ESO,36.1,-106
ESP,41,-75.18
ESR,-26.311128,-69.7652
ESS,51.40325,6.94001
EST,43.40718,-94.74637
ESU,31.3975,-9.681667
ETB,43.42,-88.18
ETH,29.56128,34.96008
ETR,-3.44385,-80.00982
ETS,31.32,-85.85
ETZ,48.98255,6.24132
EUA,-21.37,-174.9
EUC,-31.70674,128.87718
EUE,39.60036,-116.00644
EUF,31.95063,-85.12718
EUG,44.124583,-123.211972
EUN,27.15167,-13.21917
EUO,4.33464,-73.14375
EUX,17.49649,-62.97944
EVE,68.4913,16.67811
EVG,62.047811,14.42295
EVH,-29.1,153.4
EVM,47.43,-92.5
EVN,40.1525,44.40222
EVV,38.036997,-87.532364
EVW,41.35,-111
EVX,49.02867,1.21986
EWB,41.676142,-70.956942
EWD,56.45514,-159.75984
EWI,-3.91667,136.36667
EWK,38.05,-97.35
EWN,35.072972,-77.042944
EWO,-0.86102,14.80614
EWR,40.69125,-74.17883
EWY,51.37928,-1.28283
EXI,58.42,-135.4
EXT,50.734444,-3.413889
EYK,63.6869,66.6986
EYP,5.31842,-72.38324
EYS,3.2364,35.97469
EYW,24.55654,-81.75926
EZE,-34.822222,-58.535833
EZS,38.60413,39.29595
FAA,10.035467,-10.769825
FAB,51.27583,-0.77633
FAC,-16.6867,-145.32899
FAE,62.06565,-7.28055
FAH,32.36566,62.16608
FAI,64.81368,-147.85967
FAJ,18.308889,-65.661861
FAK,57.5279,-135.20891
FAM,37.67,-90.23
FAO,37.01442,-7.96591
FAR,46.92065,-96.815764
FAT,36.77606,-119.71903
FAV,-16.0541,-145.657
FAY,34.99072,-78.8803
FAZ,28.89176,53.72334
FBA,-2.53212,-66.08332
FBD,37.12113,70.51791
FBG,35.13202,-78.93531
FBK,64.83179,-147.61601
FBL,44.33,-93.32
FBM,-11.591333,27.530889
FBS,48.53732,-123.00962
FCA,48.310472,-114.256
FCB,-28.82512,27.90493
FCH,36.73,-119.8
FCM,44.83,-93.46
FCO,41.79352,12.25259
FCS,38.69,-104.8
FCT,46.67,-120.5
FDE,61.39216,5.76199
FDF,14.59103,-61.00317
FDH,47.671317,9.511486
FDK,39.42,-77.42
FDR,34.35,-98.98
FDU,-3.31132,17.38168
FDY,41.02,-83.67
FEG,40.3588,71.745
FEJ,-8.16438,-70.35286
FEL,48.2056,11.26614
FEP,42.27,-89.58
FET,41.43,-96.5
FEW,41.14927,-104.86216
FEZ,33.92726,-4.97796
FFA,36.02,-75.67
FFD,51.682167,-1.790028
FFL,40.93,-91.95
FFM,46.28,-96.17
FFO,39.82201,-84.0368
FFT,38.18,-84.9
FGI,-13.84833,-171.74166
FGU,-15.8199,-140.88699
FHZ,-15.9922,-140.16499
FID,41.27,-72.03
FIG,10.350556,-13.569167
FIH,-4.38575,15.44457
FIK,-25.58,134.6
FIN,-6.617,147.9
FIZ,-18.181944,125.558611
FKB,48.77935,8.0805
FKH,52.85,0.76667
FKI,0.48164,25.338
FKN,36.68,-76.92
FKQ,-2.92019,132.26703
FKS,37.22743,140.43068
FLA,1.589189,-75.564372
FLB,-6.833,-43
FLF,54.77194,9.37833
FLG,35.138454,-111.67122
FLH,58.8258,-3.14278
FLI,66.01439,-23.44259
FLJ,60.51768,-147.99906
FLL,26.072583,-80.15275
FLM,-22.3541,-60.05395
FLN,-27.66665,-48.55047
FLO,34.185361,-79.723889
FLP,36.3,-92.58
FLR,43.80995,11.2051
FLW,39.45527,-31.13136
FLX,39.49892,-118.75254
FLZ,1.55594,98.88891
FMA,-26.212722,-58.228111
FME,39.08702,-76.7593
FMI,-5.875556,29.25
FMM,47.98751,10.23622
FMN,36.75,-108.2
FMO,52.13464,7.68483
FMY,26.58674,-81.86286
FNA,8.616444,-13.195489
FNB,53.602167,13.306
FNC,32.697889,-16.774453
FNG,12.03953,0.36354
FNI,43.75744,4.41635
FNJ,39.22406,125.67015
FNL,40.45165,-105.01164
FNT,42.965425,-83.743631
FOA,60.12197,-2.05346
FOB,39.47364,-123.79545
FOC,25.93506,119.66327
FOD,42.5512,-94.191842
FOE,38.94716,-95.67385
FOG,41.4329,15.535
FOM,5.636919,10.750817
FON,10.4695,-84.57876
FOP,33.62233,-84.33965
FOR,-3.77628,-38.53256
FOS,-30.84358,128.11295
FOT,-32.2042,152.479
FOU,-1.2,10.78
FPO,26.558686,-78.695553
FPR,27.49532,-80.36783
FPY,30.07194,-83.57361
FRA,50.0406,8.55603
FRB,-33.363611,147.935
FRC,-20.58,-47.38
FRD,48.52621,-123.02518
FRE,-8.1075,159.577
FRG,40.728781,-73.413408
FRH,38.55,-86.62
FRK,-4.58199,55.94421
FRM,43.65,-94.42
FRN,61.26,-149.7
FRO,61.58361,5.02472
FRQ,-5.20836,141.699
FRS,16.91382,-89.86638
FRT,-41.12,-73.05
FRU,43.06131,74.47756
FRW,-21.15,27.47
FRY,43.99063,-70.94646
FRZ,51.13,9.28
FSC,41.50056,9.09778
FSD,43.58,-96.73
FSK,37.8,-94.77
FSM,35.33648,-94.36744
FSN,42.22278,-87.81528
FSP,46.76271,-56.17528
FSS,57.65,-3.57
FST,30.92,-102.9
FSU,34.47,-104.3
FSZ,34.79699,138.18153
FTE,-50.28,-72.05
FTI,-14.21579,-169.42385
FTK,37.90757,-85.96978
FTL,61.86801,-162.06967
FTW,32.8193,-97.36196
FTX,-0.53056,15.95222
FTY,33.779139,-84.521361
FUE,28.45272,-13.86376
FUG,32.87984,115.7365
FUJ,32.66667,128.83333
FUK,33.58594,130.45069
FUL,33.87,-118
FUN,-8.52517,179.1957
FUO,23.08321,113.06923
FUT,-14.31163,-178.06752
FVM,-0.30944,73.4325
FWA,40.978472,-85.195139
FWH,32.76583,-97.43333
FXE,26.18,-80.17
FXM,70.1895,-146.0167
FXO,-14.81704,36.52928
FXY,43.27,-93.65
FYJ,48.19447,134.35799
FYM,35.05836,-86.56608
FYN,46.80194,89.50793
FYT,17.91705,19.11108
FYU,66.571492,-145.250417
FZO,51.51944,-2.59083
GAA,9.15227,-74.2223
GAB,38.87,-117.9
GAE,33.73426,9.92005
GAF,34.42202,8.8225
GAH,-25.62,151.6
GAI,39.13,-77.2
GAJ,38.41189,140.37133
GAL,64.72,-156.9
GAM,63.76667,-171.73278
GAN,-0.69334,73.1556
GAO,20.08542,-75.15833
GAP,-6.05615,145.96309
GAR,-7.8758,147.1417
GAS,-0.46271,39.64824
GAT,44.455,6.038
GAU,26.10609,91.58594
GAX,-2.77,9.98
GAY,24.75,84.95
GAZ,-9.23,153
GBA,51.66915,-2.04835
GBD,38.35,-98.87
GBE,-24.55,25.92
GBG,40.93,-90.43
GBI,26.62789,-78.36496
GBJ,15.86905,-61.27002
GBK,7.8,-12.37
GBM,3.32476,42.21389
GBO,39.07705,-76.82747
GBR,42.2,-73.37
GBW,-23.55767,120.04814
GCC,44.35,-105.5
GCH,30.33757,50.82796
GCI,49.43496,-2.60197
GCJ,-26.25,28
GCK,37.92764,-100.72036
GCM,19.29278,-81.35775
GCN,35.95221,-112.14684
GCW,35.98559,-113.81945
GCY,36.19337,-82.81153
GDC,34.75662,-82.3756
GDE,5.93513,43.57857
GDG,53.47,125.8
GDJ,-6.79362,23.9653
GDL,20.5218,-103.31117
GDM,42.57,-72
GDN,54.37808,18.46823
GDO,7.21108,-70.75645
GDP,-6.77,-43.57
GDQ,12.5199,37.43405
GDT,21.4445,-71.1423
GDV,47.13,-104.7
GDW,43.98,-84.48
GDX,59.92,150.7
GDZ,44.57,38.02
GEA,-22.27,166.5
GED,38.68,-75.37
GEE,-41.08,146.84
GEG,47.62,-117.5
GEI,-4.49972,154.226
GEL,-28.28197,-54.17122
GEM,1.68307,11.02461
GEO,6.49855,-58.25412
GER,21.83668,-82.78074
GES,6.10644,125.235
GET,-28.79572,114.704
GEV,67.13333,20.81667
GEX,-38.13,144.4
GEY,44.52,-108.1
GFA,47.5,-111.2
GFD,39.79026,-85.73624
GFF,-34.25,146.1
GFK,47.94925,-97.17611
GFL,43.35,-73.62
GFN,-29.7594,153.03
GFO,6.42,-58.58
GFY,-19.6,18.13
GGC,-14.10432,21.44274
GGE,33.32,-79.32
GGG,32.38,-94.72
GGM,0.27134,34.7873
GGN,6.13333,-5.95
GGO,6.55,-7.48
GGR,8.46091,48.57227
GGS,-48.77,-70.2
